timestamp,voltage5v_v,voltage_payload_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid,payload_v_valid
987438757,4.853723,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
987939047,4.898135,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
988438756,4.8327756,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
988938765,4.901056,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
989438757,4.833884,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
989938757,4.90448,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
990438756,4.8690305,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
990938836,4.8808136,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
991438758,4.898135,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
991938759,4.8832307,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
992438774,4.8976316,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
992939240,4.8988404,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
993438758,4.893704,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
993939169,4.8962216,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
994439324,4.9000487,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
994938760,4.892697,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
995438766,4.900351,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
995938757,4.8776917,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
996438757,4.876886,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
996938771,4.873361,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
997438756,4.8739653,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
997938844,4.881015,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
998438757,4.8618803,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
998938757,4.8883667,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
999438758,4.8887696,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
999938757,4.8880644,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1000438758,4.8906827,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1000938826,4.8722534,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1001438757,4.9062924,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1001938758,4.8734617,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1002438775,4.8726563,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1002938756,4.8671174,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1003438757,4.8549314,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1003938757,4.875073,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1004438758,4.8661103,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1004938757,4.875476,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1005438757,4.893805,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1005938757,4.88464,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1006438768,4.8832307,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1006938825,4.88464,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1007438776,4.894107,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1007938853,4.865808,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1008438758,4.884238,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1008938757,4.878296,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1009438866,4.8621826,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1009938758,4.8655057,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1010438758,4.863794,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1010939239,4.861377,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1011438758,4.878094,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1011939129,4.882425,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1012438935,4.886554,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1012940009,4.8818207,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1013439100,4.883734,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1013939152,4.8808136,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1014439173,4.8839355,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1014938802,4.8687286,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1015438770,4.874368,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1015939063,4.8742676,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1016438758,4.858456,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1016938978,4.8725553,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1017438757,4.8856473,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1017938758,4.880713,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1018438757,4.8767853,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1018938756,4.8777924,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1019438776,4.879907,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1019938758,4.884842,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1020438757,4.8691316,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1020938796,4.863995,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1021438757,4.85755,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1021938937,4.8439546,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1022438759,4.828143,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1022938757,4.842746,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1023438757,4.874368,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1023938769,4.8694334,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1024439021,4.889978,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1024938758,4.8856473,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1025438758,4.892798,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1025938757,4.8831296,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1026438757,4.851709,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1026939017,4.882626,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1027438778,4.8718505,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1027938757,4.858557,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1028438986,4.8317685,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1028938782,4.8417387,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1029438772,4.885446,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1029938787,4.8431487,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1030438767,4.8762817,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1030938757,4.866211,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1031438757,4.873764,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1031938773,4.8657074,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1032438760,4.869333,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1032939429,4.8691316,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1033438757,4.865607,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1033938758,4.855737,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1034438841,4.8538237,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1034938758,4.8503995,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1035438758,4.8775907,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1035938769,4.8674192,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1036439055,4.8644986,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1036938756,4.872153,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1037438758,4.8726563,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1037938757,4.873361,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1038438757,4.8777924,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1038938768,4.878094,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1039438757,4.880713,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1039938777,4.854529,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1040438757,4.8503995,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1040938759,4.8546295,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1041438757,4.8726563,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1041938758,4.869635,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1042438801,4.86893,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1042938757,4.8802094,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1043438757,4.87175,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1043938868,4.8670163,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1044438758,4.8720517,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1044938757,4.8714476,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1045438779,4.8829284,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1045939008,4.872354,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1046438757,4.846976,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1046938774,4.8550324,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1047438758,4.8487883,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1047938773,4.8657074,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1048438758,4.8515077,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1048938758,4.865204,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1049438852,4.8470764,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1049938758,4.855737,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1050438757,4.866614,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1050938758,4.862384,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1051438758,4.866815,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1051938758,4.849594,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1052438757,4.8518095,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1052939374,4.8394227,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1053438759,4.8581543,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1053938934,4.8687286,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1054438757,4.8528166,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1054938757,4.8687286,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1055438757,4.86752,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1055938757,4.866211,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1056439475,4.866211,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1056939123,4.8651032,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1057439537,4.867822,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1057938817,4.881619,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1058439345,4.868225,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1058938836,4.8671174,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1059438781,4.858557,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1059938879,4.849896,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1060438757,4.882324,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1060938849,4.863089,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1061438771,4.867923,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1061938764,4.854126,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1062438758,4.866815,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1062938757,4.856543,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1063438818,4.861075,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1063938800,4.874066,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1064438757,4.8631897,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1064938758,4.8409333,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1065439613,4.863995,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1065938795,4.8466735,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1066438758,4.8642974,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1066938758,4.8663116,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1067438758,4.869635,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1067939075,4.8655057,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1068438757,4.877893,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1068938759,4.8655057,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1069438759,4.858557,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1069938909,4.869635,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1070438757,4.838516,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1070938758,4.8470764,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1071438777,4.8260283,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1071938758,4.855133,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1072438776,4.866513,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1072938758,4.865002,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1073438758,4.852716,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1073938768,4.861679,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1074438889,4.875174,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1074938767,4.875879,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1075438757,4.8724546,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1075938757,4.8855467,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1076438758,4.852112,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1076939189,4.816461,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1077438951,4.8474793,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1077939142,4.845465,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1078438888,4.855838,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1078939221,4.8634915,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1079439758,4.856442,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1079939135,4.8589597,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1080438876,4.866513,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1080938758,4.8728576,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1081439269,4.8621826,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1081938757,4.861377,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1082438757,4.8701386,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1082938757,4.8624845,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1083438881,4.8511047,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1083938758,4.8307614,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1084438759,4.8546295,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1084938757,4.8649015,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1085438804,4.872153,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1085938757,4.8530183,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1086438852,4.8505006,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1086938775,4.853522,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1087438758,4.8647003,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1087939145,4.8635926,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1088438757,4.847177,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1088938762,4.8472776,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1089438776,4.858557,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1089938780,4.844156,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1090438759,4.8570466,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1090938766,4.817569,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1091438757,4.865405,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1091938758,4.8528166,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1092438831,4.844055,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1092938758,4.8694334,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1093439255,4.8500977,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1093938758,4.8632903,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1094438758,4.8617797,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1094938757,4.850903,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1095438758,4.8688293,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1095938757,4.8476806,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1096448881,4.858557,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1096938758,4.8605714,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1097438759,4.849594,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1097938832,4.9008546,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1098438757,4.8452635,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1098939008,4.860873,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1099438757,4.8628874,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1099938758,4.854126,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1100438779,4.859463,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1100938757,4.8710446,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1101438757,4.8611755,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1101938764,4.848184,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1102438810,4.8422422,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1102938757,4.8483853,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1103438815,4.8435516,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1103938774,4.8697357,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1104438758,4.874066,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1104938759,4.862988,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1105438757,4.842746,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1105938756,4.8647003,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1106438757,4.8483853,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1106938757,4.864801,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1107438757,4.8486876,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1107938756,4.8647003,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1108438757,4.845163,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1108938936,4.8462706,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1109438757,4.845163,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1109938759,4.861276,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1110439487,4.8476806,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1110938757,4.845163,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1111438928,4.861377,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
1111938835,4.865002,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0
